@RELATION medidor_um_janela_dez

@ATTRIBUTE medida_um	REAL
@ATTRIBUTE medida_dois	REAL
@ATTRIBUTE medida_tres	REAL
@ATTRIBUTE medida_quatro	REAL
@ATTRIBUTE medida_cincoo	REAL
@ATTRIBUTE medida_seis	REAL
@ATTRIBUTE medida_sete	REAL
@ATTRIBUTE medida_oito	REAL
@ATTRIBUTE medida_nove	REAL
@ATTRIBUTE valor_predito	REAL
@ATTRIBUTE dia_de_semana	REAL
@ATTRIBUTE fim_de_semana	REAL
@ATTRIBUTE estacao_do_ano	REAL
@DATA
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,4
